a,p,q,f,l,T,m,M,
6081879,0.00016196,342,7593054,7593054,8:30:12 PM,FALSE,TRUE,62.30
6081880,0.00016699,174,7593055,7593055,8:30:12 PM,FALSE,TRUE,67.34
6081881,0.00016699,36,7593056,7593056,8:30:12 PM,FALSE,TRUE,67.34
6081882,0.00016699,8,7593057,7593057,8:30:12 PM,FALSE,TRUE,67.34
6081883,0.00016699,516,7593058,7593058,8:30:12 PM,FALSE,TRUE,67.34
6081884,0.00016699,17,7593059,7593059,8:30:12 PM,FALSE,TRUE,67.34
6081885,0.00016699,386,7593060,7593060,8:30:12 PM,FALSE,TRUE,67.34
6081886,0.00016699,59,7593061,7593061,8:30:12 PM,FALSE,TRUE,67.34
6081887,0.00016699,66,7593062,7593062,8:30:12 PM,FALSE,TRUE,67.34
6081888,0.00016699,2,7593063,7593063,8:30:12 PM,FALSE,TRUE,67.34
6081889,0.00015979,3,7593064,7593064,8:30:12 PM,TRUE,TRUE,60.13
6081890,0.00016699,18,7593065,7593065,8:30:12 PM,FALSE,TRUE,67.34
6081891,0.00016699,630,7593066,7593066,8:30:12 PM,FALSE,TRUE,67.34
6081892,0.00016699,55,7593067,7593067,8:30:12 PM,FALSE,TRUE,67.34
6081893,0.00016699,4,7593068,7593068,8:30:12 PM,FALSE,TRUE,67.34
6081894,0.00016699,250,7593069,7593069,8:30:12 PM,FALSE,TRUE,67.34
6081895,0.00015979,17,7593070,7593070,8:30:12 PM,TRUE,TRUE,60.13
6081896,0.00016699,1427,7593071,7593071,8:30:12 PM,FALSE,TRUE,67.34
6081897,0.00016161,5,7593072,7593074,8:30:12 PM,FALSE,TRUE,61.95
6081898,0.00016699,11,7593075,7593075,8:30:12 PM,FALSE,TRUE,67.34
6081899,0.00016699,41,7593076,7593076,8:30:12 PM,FALSE,TRUE,67.34
6081900,0.00016699,22.24,7593077,7593077,8:30:12 PM,FALSE,TRUE,67.34
6081901,0.000167,848.76,7593078,7593078,8:30:12 PM,FALSE,TRUE,67.35
6081902,0.0001598,3,7593079,7593079,8:30:12 PM,TRUE,TRUE,60.14
6081903,0.000167,1,7593080,7593080,8:30:12 PM,FALSE,TRUE,67.35
6081904,0.00016699,3,7593081,7593081,8:30:12 PM,FALSE,TRUE,67.34
6081905,0.000167,115,7593082,7593082,8:30:12 PM,FALSE,TRUE,67.35
6081906,0.000167,3,7593083,7593083,8:30:12 PM,FALSE,TRUE,67.35
6081907,0.0001598,345,7593084,7593084,8:30:12 PM,TRUE,TRUE,60.14
6081908,0.000167,19,7593085,7593085,8:30:12 PM,FALSE,TRUE,67.35
6081909,0.000167,6,7593086,7593086,8:30:12 PM,FALSE,TRUE,67.35
6081910,0.00016699,61,7593087,7593087,8:30:12 PM,FALSE,TRUE,67.34
6081911,0.00016699,40,7593088,7593088,8:30:12 PM,FALSE,TRUE,67.34
6081912,0.00016699,9,7593089,7593089,8:30:12 PM,FALSE,TRUE,67.34
6081913,0.00016699,235,7593090,7593090,8:30:12 PM,FALSE,TRUE,67.34
6081914,0.000167,2311,7593091,7593091,8:30:12 PM,FALSE,TRUE,67.35
6081915,0.000167,22,7593092,7593092,8:30:12 PM,FALSE,TRUE,67.35
6081916,0.00016538,6,7593093,7593093,8:30:12 PM,FALSE,TRUE,65.73
6081917,0.00016538,23,7593094,7593094,8:30:12 PM,FALSE,TRUE,65.73
6081918,0.00016538,16,7593095,7593095,8:30:12 PM,FALSE,TRUE,65.73
6081919,0.000167,365,7593096,7593096,8:30:12 PM,FALSE,TRUE,67.35
6081920,0.000167,1,7593097,7593097,8:30:12 PM,FALSE,TRUE,67.35
6081921,0.000167,522,7593098,7593098,8:30:12 PM,FALSE,TRUE,67.35
6081922,0.000167,9,7593099,7593099,8:30:12 PM,FALSE,TRUE,67.35
6081923,0.000167,133,7593100,7593100,8:30:12 PM,FALSE,TRUE,67.35
6081924,0.000167,105,7593101,7593101,8:30:12 PM,FALSE,TRUE,67.35
6081925,0.000167,16,7593102,7593102,8:30:12 PM,FALSE,TRUE,67.35
6081926,0.000167,162,7593103,7593103,8:30:12 PM,FALSE,TRUE,67.35
6081927,0.000167,59.24,7593104,7593104,8:30:12 PM,FALSE,TRUE,67.35
6081928,0.00016702,1.76,7593105,7593105,8:30:12 PM,FALSE,TRUE,67.37
6081929,0.00016702,303,7593106,7593106,8:30:12 PM,FALSE,TRUE,67.37
6081930,0.00016702,56,7593107,7593107,8:30:12 PM,FALSE,TRUE,67.37
6081931,0.00016702,109,7593108,7593108,8:30:12 PM,FALSE,TRUE,67.37
6081932,0.00016702,2,7593109,7593109,8:30:12 PM,FALSE,TRUE,67.37
6081933,0.00016702,40,7593110,7593110,8:30:12 PM,FALSE,TRUE,67.37
6081934,0.00016185,59,7593111,7593111,8:30:12 PM,TRUE,TRUE,62.19
6081935,0.00016702,12,7593112,7593112,8:30:12 PM,FALSE,TRUE,67.37
6081936,0.00016702,1,7593113,7593113,8:30:12 PM,FALSE,TRUE,67.37
6081937,0.00016702,104,7593114,7593114,8:30:12 PM,FALSE,TRUE,67.37
6081938,0.00016702,20,7593115,7593115,8:30:12 PM,FALSE,TRUE,67.37
6081939,0.00016701,6,7593116,7593116,8:30:12 PM,FALSE,TRUE,67.36
6081940,0.00016701,3,7593117,7593117,8:30:12 PM,FALSE,TRUE,67.36
6081941,0.00016701,46,7593118,7593118,8:30:12 PM,FALSE,TRUE,67.36
6081942,0.00016185,114,7593119,7593119,8:30:12 PM,TRUE,TRUE,62.19
6081943,0.00016701,4,7593120,7593120,8:30:12 PM,FALSE,TRUE,67.36
6081944,0.00016702,31,7593121,7593121,8:30:12 PM,FALSE,TRUE,67.37
6081945,0.00016702,2,7593122,7593122,8:30:12 PM,FALSE,TRUE,67.37
6081946,0.00016702,11,7593123,7593123,8:30:12 PM,FALSE,TRUE,67.37
6081947,0.00016702,812,7593124,7593124,8:30:12 PM,FALSE,TRUE,67.37
6081948,0.00016701,114,7593125,7593125,8:30:12 PM,FALSE,TRUE,67.36
6081949,0.00016702,445,7593126,7593126,8:30:12 PM,FALSE,TRUE,67.37
6081950,0.00016702,23,7593127,7593127,8:30:12 PM,FALSE,TRUE,67.37
6081951,0.00016702,9,7593128,7593128,8:30:12 PM,FALSE,TRUE,67.37
6081952,0.00016702,30,7593129,7593129,8:30:12 PM,FALSE,TRUE,67.37
6081953,0.00016185,175,7593130,7593130,8:30:12 PM,TRUE,TRUE,62.19
6081954,0.00016184,125,7593131,7593131,8:30:12 PM,TRUE,TRUE,62.18
6081955,0.00015979,55,7593132,7593134,8:30:12 PM,TRUE,TRUE,60.13
6081956,0.00015669,4,7593135,7593135,8:30:12 PM,FALSE,TRUE,57.02
6081957,0.00015669,2,7593136,7593136,8:30:12 PM,FALSE,TRUE,57.02
6081958,0.00015669,62,7593137,7593137,8:30:12 PM,FALSE,TRUE,57.02
6081959,0.00015669,8,7593138,7593138,8:30:12 PM,FALSE,TRUE,57.02
6081960,0.000156,4,7593139,7593139,8:30:12 PM,TRUE,TRUE,56.33
6081961,0.00015669,159,7593140,7593141,8:30:12 PM,FALSE,TRUE,57.02
6081962,0.00015669,11,7593142,7593142,8:30:12 PM,FALSE,TRUE,57.02
6081963,0.00015668,23,7593143,7593143,8:30:12 PM,FALSE,TRUE,57.01
6081964,0.00015668,152,7593144,7593144,8:30:12 PM,FALSE,TRUE,57.01
6081965,0.00015669,25,7593145,7593145,8:30:12 PM,FALSE,TRUE,57.02
6081966,0.00015669,12,7593146,7593146,8:30:12 PM,FALSE,TRUE,57.02
6081967,0.00015669,1,7593147,7593147,8:30:12 PM,FALSE,TRUE,57.02
6081968,0.00015669,4,7593148,7593148,8:30:12 PM,FALSE,TRUE,57.02
6081969,0.00015669,6,7593149,7593149,8:30:12 PM,FALSE,TRUE,57.02
6081970,0.00015669,76,7593150,7593150,8:30:12 PM,FALSE,TRUE,57.02
6081971,0.00015669,355,7593151,7593153,8:30:12 PM,FALSE,TRUE,57.02
6081972,0.00015669,7,7593154,7593154,8:30:12 PM,FALSE,TRUE,57.02
6081973,0.00015669,26,7593155,7593156,8:30:12 PM,FALSE,TRUE,57.02
6081974,0.00015669,7,7593157,7593157,8:30:12 PM,FALSE,TRUE,57.02
6081975,0.00015601,288,7593158,7593158,8:30:12 PM,TRUE,TRUE,56.34
6081976,0.00015669,252,7593159,7593160,8:30:12 PM,FALSE,TRUE,57.02
6081977,0.00015601,9,7593161,7593161,8:30:12 PM,TRUE,TRUE,56.34
6081978,0.00015601,3,7593162,7593162,8:30:12 PM,TRUE,TRUE,56.34
6081979,0.00015669,99,7593163,7593163,8:30:12 PM,FALSE,TRUE,57.02
6081980,0.00015601,20,7593164,7593164,8:30:12 PM,TRUE,TRUE,56.34
6081981,0.00015669,154,7593165,7593166,8:30:12 PM,FALSE,TRUE,57.02
6081982,0.00015669,154,7593167,7593168,8:30:12 PM,FALSE,TRUE,57.02
6081983,0.00015669,110,7593169,7593170,8:30:12 PM,FALSE,TRUE,57.02
6081984,0.00015824,25,7593171,7593171,8:30:12 PM,FALSE,TRUE,58.57
6081985,0.00015824,34,7593172,7593172,8:30:12 PM,FALSE,TRUE,58.57
6081986,0.00015668,6,7593173,7593173,8:30:12 PM,FALSE,TRUE,57.01
6081987,0.00015668,282,7593174,7593174,8:30:12 PM,FALSE,TRUE,57.01
6081988,0.00015824,66,7593175,7593175,8:30:12 PM,FALSE,TRUE,58.57
6081989,0.00016197,74,7593176,7593176,8:30:12 PM,FALSE,TRUE,62.31
6081990,0.00016197,151,7593177,7593177,8:30:12 PM,FALSE,TRUE,62.31
6081991,0.00016197,2,7593178,7593178,8:30:12 PM,FALSE,TRUE,62.31
6081992,0.00016197,216,7593179,7593179,8:30:12 PM,FALSE,TRUE,62.31
6081993,0.00016197,32,7593180,7593180,8:30:12 PM,FALSE,TRUE,62.31
6081994,0.00016196,32,7593181,7593181,8:30:12 PM,FALSE,TRUE,62.30
6081995,0.00016197,25,7593182,7593182,8:30:12 PM,FALSE,TRUE,62.31
6081996,0.00016702,26,7593183,7593183,8:30:12 PM,FALSE,TRUE,67.37
6081997,0.00016702,51,7593184,7593184,8:30:12 PM,FALSE,TRUE,67.37
6081998,0.00016702,11,7593185,7593185,8:30:12 PM,FALSE,TRUE,67.37
6081999,0.00016702,16,7593186,7593186,8:30:12 PM,FALSE,TRUE,67.37
6082000,0.00016702,11,7593187,7593187,8:30:12 PM,FALSE,TRUE,67.37
6082001,0.00016702,69,7593188,7593188,8:30:12 PM,FALSE,TRUE,67.37
6082002,0.00016702,4,7593189,7593189,8:30:12 PM,FALSE,TRUE,67.37
6082003,0.00016702,130,7593190,7593190,8:30:12 PM,FALSE,TRUE,67.37
6082004,0.00016702,93,7593191,7593191,8:30:12 PM,FALSE,TRUE,67.37
6082005,0.00016702,46,7593192,7593192,8:30:12 PM,FALSE,TRUE,67.37
6082006,0.00016702,38,7593193,7593193,8:30:12 PM,FALSE,TRUE,67.37
6082007,0.00016702,167,7593194,7593194,8:30:12 PM,FALSE,TRUE,67.37
6082008,0.00016702,31,7593195,7593195,8:30:12 PM,FALSE,TRUE,67.37
6082009,0.00016702,21,7593196,7593196,8:30:12 PM,FALSE,TRUE,67.37
6082010,0.00016702,15,7593197,7593197,8:30:12 PM,FALSE,TRUE,67.37
6082011,0.00016702,33,7593198,7593198,8:30:12 PM,FALSE,TRUE,67.37
6082012,0.00016702,108,7593199,7593199,8:30:12 PM,FALSE,TRUE,67.37
6082013,0.00015601,3,7593200,7593200,8:30:12 PM,TRUE,TRUE,56.34
6082014,0.00016702,57,7593201,7593201,8:30:12 PM,FALSE,TRUE,67.37
6082015,0.00016702,2,7593202,7593202,8:30:12 PM,FALSE,TRUE,67.37
6082016,0.00015601,14,7593203,7593203,8:30:12 PM,TRUE,TRUE,56.34
6082017,0.00016702,17,7593204,7593204,8:30:12 PM,FALSE,TRUE,67.37
6082018,0.00016702,126,7593205,7593205,8:30:12 PM,FALSE,TRUE,67.37
6082019,0.00016702,2,7593206,7593206,8:30:12 PM,FALSE,TRUE,67.37
6082020,0.00015601,34,7593207,7593207,8:30:12 PM,TRUE,TRUE,56.34
6082021,0.000156,8,7593208,7593208,8:30:12 PM,TRUE,TRUE,56.33
6082022,0.0001555,6,7593209,7593209,8:30:12 PM,TRUE,TRUE,55.83
6082023,0.0001554,121,7593210,7593211,8:30:12 PM,TRUE,TRUE,55.73
6082024,0.00015502,45,7593212,7593212,8:30:12 PM,TRUE,TRUE,55.35
6082025,0.00015445,52,7593213,7593213,8:30:12 PM,TRUE,TRUE,54.78
6082026,0.00016701,3,7593214,7593214,8:30:12 PM,FALSE,TRUE,67.36
6082027,0.00016702,84,7593215,7593215,8:30:12 PM,FALSE,TRUE,67.37
6082028,0.00016702,4,7593216,7593216,8:30:12 PM,FALSE,TRUE,67.37
6082029,0.00016702,5,7593217,7593217,8:30:12 PM,FALSE,TRUE,67.37
6082030,0.00016702,5,7593218,7593218,8:30:12 PM,FALSE,TRUE,67.37
6082031,0.00016702,25,7593219,7593219,8:30:12 PM,FALSE,TRUE,67.37
6082032,0.00016702,13,7593220,7593220,8:30:12 PM,FALSE,TRUE,67.37
6082033,0.00016702,164,7593221,7593221,8:30:12 PM,FALSE,TRUE,67.37
6082034,0.00016702,41,7593222,7593222,8:30:12 PM,FALSE,TRUE,67.37
6082035,0.00016702,60,7593223,7593223,8:30:12 PM,FALSE,TRUE,67.37
6082036,0.00016702,29,7593224,7593224,8:30:12 PM,FALSE,TRUE,67.37
6082037,0.00016702,21,7593225,7593225,8:30:12 PM,FALSE,TRUE,67.37
6082038,0.00016702,549,7593226,7593226,8:30:12 PM,FALSE,TRUE,67.37
6082039,0.00016701,48,7593227,7593227,8:30:12 PM,FALSE,TRUE,67.36
6082040,0.00016702,29,7593228,7593228,8:30:12 PM,FALSE,TRUE,67.37
6082041,0.00016702,10,7593229,7593229,8:30:12 PM,FALSE,TRUE,67.37
6082042,0.00016702,579.24,7593230,7593230,8:30:12 PM,FALSE,TRUE,67.37
6082043,0.00016712,2,7593231,7593231,8:30:12 PM,FALSE,TRUE,67.47
6082044,0.00016723,12,7593232,7593232,8:30:12 PM,FALSE,TRUE,67.58
6082045,0.00016736,9,7593233,7593233,8:30:12 PM,FALSE,TRUE,67.71
6082046,0.0001674,3,7593234,7593234,8:30:12 PM,FALSE,TRUE,67.75
6082047,0.00016755,98,7593235,7593235,8:30:12 PM,FALSE,TRUE,67.90
6082048,0.00016762,196,7593236,7593236,8:30:12 PM,FALSE,TRUE,67.97
6082049,0.0001678,10,7593237,7593237,8:30:12 PM,FALSE,TRUE,68.15
6082050,0.00016783,678.76,7593238,7593238,8:30:12 PM,FALSE,TRUE,68.18
6082051,0.00016783,15,7593239,7593239,8:30:12 PM,FALSE,TRUE,68.18
6082052,0.00016783,5,7593240,7593240,8:30:12 PM,FALSE,TRUE,68.18
6082053,0.00016783,52.24,7593241,7593241,8:30:12 PM,FALSE,TRUE,68.18
6082054,0.00016799,60.76,7593242,7593242,8:30:12 PM,FALSE,TRUE,68.34
6082055,0.00016799,9.24,7593243,7593243,8:30:12 PM,FALSE,TRUE,68.34
6082056,0.000168,72.76,7593244,7593246,8:30:12 PM,FALSE,TRUE,68.35
6082057,0.000168,103.24,7593247,7593251,8:30:12 PM,FALSE,TRUE,68.35
6082058,0.00016818,19,7593252,7593252,8:30:12 PM,FALSE,TRUE,68.53
6082059,0.00016822,14.76,7593253,7593253,8:30:12 PM,FALSE,TRUE,68.57
6082060,0.00016822,60.24,7593254,7593254,8:30:12 PM,FALSE,TRUE,68.57
6082061,0.0001683,697.76,7593255,7593255,8:30:12 PM,FALSE,TRUE,68.65
6082062,0.0001683,2,7593256,7593256,8:30:12 PM,FALSE,TRUE,68.65
6082063,0.0001683,9,7593257,7593257,8:30:12 PM,FALSE,TRUE,68.65
6082064,0.0001683,6,7593258,7593258,8:30:12 PM,FALSE,TRUE,68.65
6082065,0.0001683,170,7593259,7593259,8:30:12 PM,FALSE,TRUE,68.65
6082066,0.0001683,1,7593260,7593260,8:30:12 PM,FALSE,TRUE,68.65
6082067,0.0001683,103,7593261,7593261,8:30:12 PM,FALSE,TRUE,68.65
6082068,0.0001683,8,7593262,7593262,8:30:12 PM,FALSE,TRUE,68.65
6082069,0.0001683,20,7593263,7593263,8:30:12 PM,FALSE,TRUE,68.65
6082070,0.0001598,206,7593264,7593264,8:30:12 PM,TRUE,TRUE,60.14
6082071,0.0001683,36.24,7593265,7593265,8:30:12 PM,FALSE,TRUE,68.65
6082072,0.00016831,30,7593266,7593266,8:30:12 PM,FALSE,TRUE,68.66
6082073,0.00016871,15,7593267,7593267,8:30:12 PM,FALSE,TRUE,69.07
6082074,0.00016882,12.76,7593268,7593268,8:30:12 PM,FALSE,TRUE,69.18
6082075,0.00016882,71,7593269,7593269,8:30:12 PM,FALSE,TRUE,69.18
6082076,0.00016882,1,7593270,7593270,8:30:12 PM,FALSE,TRUE,69.18
6082077,0.00016882,4,7593271,7593271,8:30:12 PM,FALSE,TRUE,69.18
6082078,0.00016882,1,7593272,7593272,8:30:12 PM,FALSE,TRUE,69.18
6082079,0.00016882,3,7593273,7593273,8:30:12 PM,FALSE,TRUE,69.18
6082080,0.00016882,4,7593274,7593274,8:30:12 PM,FALSE,TRUE,69.18
6082081,0.00016882,10,7593275,7593275,8:30:12 PM,FALSE,TRUE,69.18
6082082,0.00016882,6,7593276,7593276,8:30:12 PM,FALSE,TRUE,69.18
6082083,0.00016882,962,7593277,7593277,8:30:12 PM,FALSE,TRUE,69.18
6082084,0.00016881,206,7593278,7593278,8:30:12 PM,FALSE,TRUE,69.17
6082085,0.00016882,773,7593279,7593279,8:30:12 PM,FALSE,TRUE,69.18
6082086,0.0001598,59,7593280,7593280,8:30:12 PM,TRUE,TRUE,60.14
6082087,0.00016882,123,7593281,7593281,8:30:12 PM,FALSE,TRUE,69.18
6082088,0.00016882,323,7593282,7593282,8:30:12 PM,FALSE,TRUE,69.18
6082089,0.00016882,17,7593283,7593283,8:30:12 PM,FALSE,TRUE,69.18
6082090,0.0001598,65,7593284,7593284,8:30:12 PM,TRUE,TRUE,60.14
6082091,0.00016882,4,7593285,7593285,8:30:12 PM,FALSE,TRUE,69.18
6082092,0.00016882,46,7593286,7593286,8:30:12 PM,FALSE,TRUE,69.18
6082093,0.00016881,1,7593287,7593287,8:30:12 PM,FALSE,TRUE,69.17
6082094,0.00016881,1,7593288,7593288,8:30:12 PM,FALSE,TRUE,69.17
6082095,0.00016881,1,7593289,7593289,8:30:12 PM,FALSE,TRUE,69.17
6082096,0.00016881,56,7593290,7593290,8:30:12 PM,FALSE,TRUE,69.17
6082097,0.00016882,110,7593291,7593291,8:30:12 PM,FALSE,TRUE,69.18
6082098,0.00016882,3,7593292,7593292,8:30:12 PM,FALSE,TRUE,69.18
6082099,0.00016882,246,7593293,7593293,8:30:12 PM,FALSE,TRUE,69.18
6082100,0.0001598,29,7593294,7593294,8:30:12 PM,TRUE,TRUE,60.14
6082101,0.00015979,28,7593295,7593296,8:30:12 PM,TRUE,TRUE,60.13
6082102,0.00015619,63,7593297,7593297,8:30:12 PM,TRUE,TRUE,56.52
6082103,0.0001554,93,7593298,7593299,8:30:12 PM,TRUE,TRUE,55.73
6082104,0.00015503,147,7593300,7593300,8:30:12 PM,TRUE,TRUE,55.36
6082105,0.00016882,141,7593301,7593301,8:30:12 PM,FALSE,TRUE,69.18
6082106,0.00016882,3,7593302,7593302,8:30:12 PM,FALSE,TRUE,69.18
6082107,0.00016882,35,7593303,7593303,8:30:12 PM,FALSE,TRUE,69.18
6082108,0.00016882,1,7593304,7593304,8:30:12 PM,FALSE,TRUE,69.18
6082109,0.00016881,10,7593305,7593305,8:30:12 PM,FALSE,TRUE,69.17
6082110,0.00016881,26,7593306,7593306,8:30:12 PM,FALSE,TRUE,69.17
6082111,0.0001663,52,7593307,7593307,8:30:12 PM,FALSE,TRUE,66.65
6082112,0.00016881,29,7593308,7593308,8:30:12 PM,FALSE,TRUE,69.17
6082113,0.00016882,102,7593309,7593309,8:30:12 PM,FALSE,TRUE,69.18
6082114,0.00016882,6,7593310,7593310,8:30:12 PM,FALSE,TRUE,69.18
6082115,0.00016882,9,7593311,7593311,8:30:12 PM,FALSE,TRUE,69.18
6082116,0.00016882,4,7593312,7593312,8:30:12 PM,FALSE,TRUE,69.18
6082117,0.00016882,13,7593313,7593313,8:30:12 PM,FALSE,TRUE,69.18
6082118,0.00016882,259,7593314,7593314,8:30:12 PM,FALSE,TRUE,69.18
6082119,0.00016882,208,7593315,7593315,8:30:12 PM,FALSE,TRUE,69.18
6082120,0.00016882,100,7593316,7593316,8:30:12 PM,FALSE,TRUE,69.18
6082121,0.00016882,7,7593317,7593317,8:30:12 PM,FALSE,TRUE,69.18
6082122,0.00016881,13,7593318,7593318,8:30:12 PM,FALSE,TRUE,69.17
6082123,0.00016881,16,7593319,7593319,8:30:12 PM,FALSE,TRUE,69.17
6082124,0.00016882,19,7593320,7593320,8:30:12 PM,FALSE,TRUE,69.18
6082125,0.00016881,58,7593321,7593321,8:30:12 PM,FALSE,TRUE,69.17
6082126,0.00016881,15,7593322,7593322,8:30:12 PM,FALSE,TRUE,69.17
6082127,0.00016882,45,7593323,7593323,8:30:12 PM,FALSE,TRUE,69.18
6082128,0.00016882,164,7593324,7593324,8:30:12 PM,FALSE,TRUE,69.18
6082129,0.00016882,23,7593325,7593325,8:30:12 PM,FALSE,TRUE,69.18
6082130,0.00016882,103,7593326,7593326,8:30:12 PM,FALSE,TRUE,69.18
6082131,0.00016882,90,7593327,7593327,8:30:12 PM,FALSE,TRUE,69.18
6082132,0.00016881,37,7593328,7593328,8:30:12 PM,FALSE,TRUE,69.17
6082133,0.00016882,44,7593329,7593329,8:30:12 PM,FALSE,TRUE,69.18
6082134,0.0001598,4,7593330,7593330,8:30:12 PM,TRUE,TRUE,60.14
6082135,0.0001598,351,7593331,7593331,8:30:12 PM,TRUE,TRUE,60.14
6082136,0.00015979,31,7593332,7593333,8:30:12 PM,TRUE,TRUE,60.13
6082137,0.0001554,2,7593334,7593334,8:30:12 PM,TRUE,TRUE,55.73
6082138,0.00015504,15,7593335,7593335,8:30:12 PM,TRUE,TRUE,55.37
6082139,0.00015503,153,7593336,7593336,8:30:12 PM,TRUE,TRUE,55.36
6082140,0.00015502,67,7593337,7593338,8:30:12 PM,TRUE,TRUE,55.35
6082141,0.00016882,74,7593339,7593339,8:30:12 PM,FALSE,TRUE,69.18
6082142,0.00016882,15,7593340,7593340,8:30:12 PM,FALSE,TRUE,69.18
6082143,0.00016197,51,7593341,7593341,8:30:12 PM,FALSE,TRUE,62.31
6082144,0.00016197,14,7593342,7593342,8:30:12 PM,FALSE,TRUE,62.31
6082145,0.00016197,435,7593343,7593343,8:30:12 PM,FALSE,TRUE,62.31
6082146,0.00016881,22,7593344,7593345,8:30:12 PM,FALSE,TRUE,69.17
6082147,0.00016882,233.24,7593346,7593346,8:30:12 PM,FALSE,TRUE,69.18
6082148,0.00016888,5,7593347,7593347,8:30:12 PM,FALSE,TRUE,69.24
6082149,0.000169,1518.76,7593348,7593351,8:30:12 PM,FALSE,TRUE,69.36
6082150,0.000169,114,7593352,7593352,8:30:12 PM,FALSE,TRUE,69.36
6082151,0.000169,2,7593353,7593353,8:30:12 PM,FALSE,TRUE,69.36
6082152,0.000169,11,7593354,7593354,8:30:12 PM,FALSE,TRUE,69.36
6082153,0.000169,30,7593355,7593355,8:30:12 PM,FALSE,TRUE,69.36
6082154,0.000169,611,7593356,7593356,8:30:12 PM,FALSE,TRUE,69.36
6082155,0.000169,74.24,7593357,7593357,8:30:12 PM,FALSE,TRUE,69.36
6082156,0.00016926,73.76,7593358,7593358,8:30:12 PM,FALSE,TRUE,69.62
6082157,0.00015805,144,7593359,7593359,8:30:12 PM,TRUE,TRUE,58.38
6082158,0.00015768,103,7593360,7593362,8:30:12 PM,FALSE,TRUE,58.01
6082159,0.00015768,7,7593363,7593363,8:30:12 PM,FALSE,TRUE,58.01
6082160,0.00015768,89,7593364,7593366,8:30:12 PM,FALSE,TRUE,58.01
6082161,0.00015768,9,7593367,7593367,8:30:13 PM,FALSE,TRUE,58.01
6082162,0.00015768,27,7593368,7593369,8:30:13 PM,FALSE,TRUE,58.01
6082163,0.00015768,59,7593370,7593371,8:30:13 PM,FALSE,TRUE,58.01
6082164,0.00016881,84,7593372,7593372,8:30:13 PM,FALSE,TRUE,69.17
6082165,0.00016881,2,7593373,7593373,8:30:13 PM,FALSE,TRUE,69.17
6082166,0.00016899,351,7593374,7593374,8:30:13 PM,FALSE,TRUE,69.35
6082167,0.00016926,46.24,7593375,7593375,8:30:13 PM,FALSE,TRUE,69.62
6082168,0.00016927,16,7593376,7593376,8:30:13 PM,FALSE,TRUE,69.63
6082169,0.0001693,281.76,7593377,7593377,8:30:13 PM,FALSE,TRUE,69.66
6082170,0.0001693,9.24,7593378,7593378,8:30:13 PM,FALSE,TRUE,69.66
6082171,0.00016936,7,7593379,7593379,8:30:13 PM,FALSE,TRUE,69.72
6082172,0.00016966,8,7593380,7593380,8:30:13 PM,FALSE,TRUE,70.02
6082173,0.0001698,5.76,7593381,7593381,8:30:13 PM,FALSE,TRUE,70.16
6082174,0.0001698,4.99,7593382,7593382,8:30:13 PM,FALSE,TRUE,70.16
6082175,0.0001699,62.01,7593383,7593383,8:30:13 PM,FALSE,TRUE,70.26
6082176,0.0001699,4,7593384,7593384,8:30:13 PM,FALSE,TRUE,70.26
6082177,0.00016199,16,7593385,7593385,8:30:13 PM,FALSE,TRUE,62.33
6082178,0.00015602,1,7593386,7593386,8:30:13 PM,TRUE,TRUE,56.35
6082179,0.00015963,13,7593387,7593387,8:30:13 PM,FALSE,TRUE,59.97
6082180,0.00015963,21,7593388,7593390,8:30:13 PM,FALSE,TRUE,59.97
6082181,0.00015963,110,7593391,7593398,8:30:13 PM,FALSE,TRUE,59.97
6082182,0.00016199,152,7593399,7593400,8:30:13 PM,FALSE,TRUE,62.33
6082183,0.00016881,43,7593401,7593401,8:30:13 PM,FALSE,TRUE,69.17
6082184,0.0001699,110,7593402,7593402,8:30:13 PM,FALSE,TRUE,70.26
6082185,0.00015781,5,7593403,7593403,8:30:13 PM,FALSE,TRUE,58.14
6082186,0.00015781,2,7593404,7593404,8:30:13 PM,FALSE,TRUE,58.14
6082187,0.00015781,38,7593405,7593412,8:30:13 PM,FALSE,TRUE,58.14
6082188,0.0001699,345.99,7593413,7593413,8:30:13 PM,FALSE,TRUE,70.26
6082189,0.00016995,4,7593414,7593414,8:30:13 PM,FALSE,TRUE,70.31
6082190,0.00016999,98.01,7593415,7593415,8:30:13 PM,FALSE,TRUE,70.35
6082191,0.0001688,1,7593416,7593416,8:30:13 PM,FALSE,TRUE,69.16
6082192,0.00016881,21,7593417,7593417,8:30:13 PM,FALSE,TRUE,69.17
6082193,0.00016999,37,7593418,7593418,8:30:13 PM,FALSE,TRUE,70.35
6082194,0.00016999,162.99,7593419,7593419,8:30:13 PM,FALSE,TRUE,70.35
6082195,0.00017,3317.01,7593420,7593427,8:30:13 PM,FALSE,TRUE,70.36
6082196,0.000165,21,7593428,7593429,8:30:13 PM,FALSE,TRUE,65.35
6082197,0.00017,47,7593430,7593430,8:30:13 PM,FALSE,TRUE,70.36
6082198,0.00016199,132,7593431,7593431,8:30:13 PM,FALSE,TRUE,62.33
6082199,0.00017,214,7593432,7593432,8:30:13 PM,FALSE,TRUE,70.36
6082200,0.00017,20,7593433,7593433,8:30:13 PM,FALSE,TRUE,70.36
6082201,0.00017,17,7593434,7593434,8:30:13 PM,FALSE,TRUE,70.36
6082202,0.00017,32,7593435,7593435,8:30:13 PM,FALSE,TRUE,70.36
